,ele,times,hr,cad,lat,lon
1763,69.4000015258789,1763.0,140.0,85.0,49.24040372483432,-123.14952791668475
1764,69.19999694824219,1764.0,140.0,85.0,49.24040439538658,-123.1494921259582
1765,69.0,1765.0,141.0,85.0,49.240405736491084,-123.14946136437356
1766,69.0,1766.0,141.0,85.0,49.24040506593883,-123.14942725002766
1767,68.80000305175781,1767.0,142.0,85.0,49.24040439538658,-123.1493974942714
1768,68.5999984741211,1768.0,142.0,85.0,49.240403389558196,-123.14936279319227
1769,68.4000015258789,1769.0,142.0,85.0,49.240402886644006,-123.14932381734252
1770,68.4000015258789,1770.0,142.0,84.0,49.24040372483432,-123.1492904573679
1771,68.4000015258789,1771.0,141.0,85.0,49.24040615558624,-123.1492574326694
1772,68.4000015258789,1772.0,141.0,84.0,49.24040992744267,-123.14922390505672
